Strategy,Avg Test Edge,Median Test Edge,Positive Windows,Total Windows,Worst Test Edge,Avg Annual Return,Worst Max Drawdown,Avg Exposure,Max Exposure
"Core: Above200+Below20+5D<-2.5%, 2.00x, 3d, Fixed",0.009175475730656357,0.006691938591857016,6,8,-0.017841980127712764,0.13238979420745137,-0.5302227636560877,1.0626654665098214,2.0
"Core: Above200+Below20+5D<-2.5%, 2.00x, 3d, StopBelow200",0.00903279186470507,0.007357394502338965,6,8,-0.022835977989950518,0.13199605277753518,-0.5309135431942036,1.0587873519049928,2.0
"Core: Above200+Below20+5D<-3.0%, 2.00x, 15d, StopBelow200+Recover20",0.008924418020343591,0.012532461629563008,6,8,-0.04558215534961674,0.1320536373220555,-0.5064197894887477,1.0672547942231907,2.0
"Core: Above200+Below20+5D<-3.0%, 1.75x, 5d, StopBelow200",0.008832565511580237,0.010828986340478242,6,8,-0.006504525193899768,0.13067944452398528,-0.5039936733500805,1.0364573221479705,1.75
"Core: Above200+Below20+5D<-1.5%, 1.50x, 5d, Recover20",0.008819246524896643,0.00795248363725276,6,8,-0.024072874058633786,0.13197631256181108,-0.5187422304111369,1.060978261917803,1.5
"Core: Above200+Below20+5D<-1.5%, 1.75x, 3d, StopBelow200+Recover20",0.008748893093742993,0.006080933948743317,6,8,-0.030985315987442696,0.13334020263894872,-0.5277384781487664,1.0807632418772548,1.75
"Core: Above200+Below20+5D<-1.5%, 1.75x, 3d, StopBelow200",0.008582464449257754,0.009111224011514873,6,8,-0.023543373641322862,0.13377940156493093,-0.5384787820997203,1.0910227559762848,1.75
"Core: Above200+Below20+5D<-2.5%, 1.75x, 5d, StopBelow200+Recover20",0.007898091296297358,0.009395728167466977,6,8,-0.02860349709660892,0.1306327644788582,-0.5165770263745342,1.0493186912107997,1.75
"Core: Above200+Below20+5D<-3.0%, 1.75x, 5d, StopBelow200+Recover20",0.00779441249582187,0.009642473442396493,6,8,-0.013567218587117624,0.12941757192031117,-0.5039936733500787,1.032999264492704,1.75
"Core: Above200+Below20+5D<-1.5%, 1.25x, 10d, Fixed",0.007788438142142959,0.009618402265405945,6,8,-0.00603557444630054,0.13153535484210604,-0.5136302720810775,1.0652852155781245,1.25
"Core: Above200+Below20+5D<-3.0%, 1.50x, 10d, Fixed",0.007629820766717504,0.006711396158767591,6,8,-0.024145877791829973,0.12992889188592543,-0.5192410075178866,1.0475854759375958,1.5
"Core: Above200+Below20+5D<-3.0%, 2.00x, 5d, Fixed",0.00744682182263165,0.01503619427813685,6,8,-0.028366731071987283,0.13018869089909507,-0.5040739715569004,1.0535522915537272,2.0
"Core: Above200+Below20+5D<-1.5%, 1.50x, 5d, StopBelow200+Recover20",0.007324226531639541,0.003976139141222579,6,8,-0.017854528115491153,0.13051041461706356,-0.5195375755497778,1.0581639064365234,1.5
"Core: Above200+Below20+5D<-2.5%, 2.00x, 5d, Recover20",0.007230025031209328,0.009262240704295932,6,8,-0.05495467588954517,0.13113885736863362,-0.5364317793510831,1.0717525156257781,2.0
"Core: Above200+Below20+5D<-3.0%, 1.50x, 15d, StopBelow200",0.007203802472115425,0.008390221453794089,6,8,-0.015558977582022404,0.13032275843686242,-0.514708495673579,1.059195641327488,1.5
"Core: Above200+Below20+5D<-2.5%, 1.75x, 3d, Fixed",0.007073107379019228,0.005167375542251662,6,8,-0.013277472324081385,0.12943985276388043,-0.5228931600192708,1.046999099882366,1.75
"Core: Above200+Below20+5D<-1.5%, 2.00x, 15d, Recover20",0.007011630683347064,0.018891463480204207,6,8,-0.1280019191613997,0.13516479505892015,-0.5543338837332754,1.1669356275477623,2.0
"Core: Above200+Below20+5D<-2.5%, 1.75x, 3d, StopBelow200",0.006950103786207279,0.0057342535183052545,6,8,-0.016861106171948137,0.1291271134538549,-0.5234195222327908,1.0440905139287446,1.75
"Core: Above200+Below20+5D<-3.0%, 1.75x, 15d, StopBelow200+Recover20",0.006894418682791892,0.009541482280274405,6,8,-0.03361000802427205,0.12920473994903944,-0.5049253020690216,1.0504410956673929,1.75
"Core: Above200+Below20+5D<-1.5%, 1.50x, 10d, StopBelow200+Recover20",0.006859159411804594,0.0039635508103612604,6,8,-0.0222949172386393,0.1308919367021253,-0.5188002891865064,1.0707282467489367,1.5
"Core: Above200+Below20+5D<-2.0%, 1.50x, 10d, Recover20",0.00685085103556804,0.005692280048369858,6,8,-0.026092769820539763,0.13034973898149055,-0.5135287357103824,1.0643236458445722,1.5
"Core: Above200+Below20+5D<-3.0%, 2.00x, 10d, StopBelow200+Recover20",0.006716141291677649,0.007122880952121491,6,8,-0.040668930341267284,0.12960816145723653,-0.5064197894887464,1.0601357922256076,2.0
"Core: Above200+Below20+5D<-2.0%, 1.25x, 5d, StopBelow200",0.0065818328940445425,0.005728425346698263,6,8,-0.003005049106088231,0.1281274605883594,-0.5095401330383929,1.0282649380957152,1.25
"Core: Above200+Below20+5D<-3.0%, 1.75x, 15d, Fixed",0.006311541278342325,0.010617167411625994,6,8,-0.08327668601488991,0.13152431261844688,-0.5321567135848347,1.101027791988132,1.75
"Core: Above200+Below20+5D<-2.0%, 1.25x, 5d, Fixed",0.006223767391842661,0.005831821933039882,6,8,-0.007150308465611266,0.1277737564555666,-0.5133897129473435,1.0299201864584333,1.25
"Core: Above200+Below20+5D<-3.0%, 2.00x, 5d, Recover20",0.006110065635256942,0.013425417816529783,6,8,-0.03757529403566995,0.1285569627612697,-0.5040739715568996,1.0489415480133717,2.0
"Core: Above200+Below20+5D<-3.0%, 1.50x, 5d, StopBelow200",0.006003239684196721,0.007245185998974724,6,8,-0.004109424457908295,0.1271651116448519,-0.5032538833499445,1.0243048814319802,1.5
"Core: Above200+Below20+5D<-1.5%, 1.50x, 3d, StopBelow200+Recover20",0.005993307930469607,0.004188917316819918,6,8,-0.020200462052345713,0.12899822051096865,-0.5188002891865062,1.0538421612515034,1.5
"Core: Above200+Below20+5D<-1.5%, 1.50x, 3d, StopBelow200",0.005900252427163813,0.006205154288592918,6,8,-0.01539462124160007,0.12931458337612572,-0.5261011476851181,1.060681837317523,1.5
"Def: Above200+Below20+5D<-2.0%, 1.50x, 7d, Recover20",0.005895936274430233,0.02173253141928211,6,8,-0.07843668974510631,0.12596813847432742,-0.35105944734385763,0.9622920107909501,1.5
"Core: Above200+Below20+5D<-3.0%, 1.75x, 5d, Fixed",0.005824603937847075,0.011331853644285073,6,8,-0.02088731893569329,0.12783593428569412,-0.5034448467845143,1.0401642186652955,1.75
"Core: Above200+Below20+5D<-1.5%, 1.25x, 7d, StopBelow200",0.005812041931513148,0.005601126452467964,6,8,-0.005337171148214637,0.12856066517807885,-0.5153329498806327,1.0477989598311643,1.25
"Core: Above200+Below20+5D<-1.5%, 1.75x, 15d, Recover20",0.005675040268341938,0.014520227081908865,6,8,-0.0946290485154766,0.13180659969464176,-0.5411512066734414,1.1252017206608216,1.75
"Core: Above200+Below20+5D<-3.0%, 1.50x, 5d, StopBelow200+Recover20",0.005301760413818607,0.006494939890155815,6,8,-0.008841691795358209,0.12631335188813042,-0.5032538833499443,1.0219995096618026,1.5
"Core: Above200+Below20+5D<-3.0%, 1.75x, 10d, StopBelow200+Recover20",0.0052339254171861055,0.005509538162902949,6,8,-0.029932199247834967,0.1273616988345019,-0.5049253020690216,1.0451018441692057,1.75
"Core: Above200+Below20+5D<-1.5%, 1.25x, 10d, Recover20",0.005124251577853553,0.006864339835664202,6,8,-0.015936599384079875,0.12719742733636877,-0.509022828751218,1.0396237983605654,1.25
"Core: Above200+Below20+5D<-2.0%, 1.25x, 7d, StopBelow200+Recover20",0.0050725776961024205,0.005056963162288319,6,8,-0.0063444902676319526,0.12637609320309318,-0.5091638188250666,1.025592867156307,1.25
"Core: Above200+Below20+5D<-3.0%, 2.00x, 10d, Recover20",0.004888063136998716,0.01881251395835637,6,8,-0.07139000374363746,0.12791001888696482,-0.525184499409747,1.0693169773946871,2.0
"Core: Above200+Below20+5D<-2.5%, 1.50x, 3d, Fixed",0.00484236137868066,0.003616929344469999,6,8,-0.008781725275450958,0.12635290787001957,-0.515539468246822,1.0313327332549107,1.5
"Core: Above200+Below20+5D<-3.0%, 1.75x, 5d, Recover20",0.004802110605395593,0.010187367627829014,6,8,-0.027860550087381197,0.1265903081158155,-0.5034448467845141,1.036706161010029,1.75
"Core: Above200+Below20+5D<-2.5%, 1.50x, 3d, StopBelow200",0.004749742168964732,0.004091967020310561,6,8,-0.011062141410555837,0.1261328398884015,-0.5158959165615786,1.0293936759524964,1.5
"Core: Above200+Below20+5D<-3.0%, 1.50x, 15d, StopBelow200+Recover20",0.004730234838890096,0.006454896880084937,6,8,-0.022015977896621797,0.12620808236559133,-0.50348480566444,1.0336273971115952,1.5
"Core: Above200+Below20+5D<-1.5%, 1.25x, 5d, Recover20",0.004502476312856024,0.004045232920072195,6,8,-0.011676096470061958,0.1259803361232778,-0.512835651702475,1.0304891309589017,1.25
"Core: Above200+Below20+5D<-3.0%, 1.50x, 15d, Fixed",0.004472140556633086,0.007470168765052243,6,8,-0.05437784984792127,0.12791896412710718,-0.5215147682816551,1.0673518613254214,1.5
"Core: Above200+Below20+5D<-1.5%, 1.25x, 15d, StopBelow200",0.00443496384253074,0.0015256868920503486,6,8,-0.0026563059309367976,0.1288035524403312,-0.5126279763520185,1.0735194231530012,1.25
"Core: Above200+Below20+5D<-1.5%, 1.50x, 15d, Recover20",0.0040660456727329986,0.009911428287946666,6,8,-0.06211297540949112,0.1281267691252748,-0.5278233877172888,1.0834678137738811,1.5
"Core: Above200+Below20+5D<-3.0%, 1.50x, 5d, Fixed",0.004042193927591739,0.0075908909130260604,6,8,-0.013664520168287897,0.1253150794962425,-0.5028515155589366,1.0267761457768638,1.5
"Core: Above200+Below20+5D<-3.0%, 1.75x, 10d, Recover20",0.003934845435942816,0.014139162747214384,6,8,-0.05278674382686099,0.12616444788518383,-0.5193418511453329,1.0519877330460154,1.75
"Core: Above200+Below20+5D<-3.0%, 1.25x, 10d, Fixed",0.003915800043468601,0.003527282105423968,6,8,-0.011719804423864,0.12496313599286482,-0.512591814311969,1.0237927379687979,1.25
"Core: Above200+Below20+5D<-2.0%, 2.00x, 15d, Recover20",0.0038229714877694304,0.016739733721280237,6,8,-0.11180799900354099,0.13082052095334992,-0.5467774202737039,1.1419049911539148,2.0
"Core: Above200+Below20+5D<-1.5%, 1.25x, 5d, StopBelow200+Recover20",0.0037439305651432164,0.0020595115990197366,6,8,-0.008683253104339705,0.12523510378794203,-0.5102398510308463,1.0290819532182616,1.25
"Core: Above200+Below20+5D<-3.0%, 1.25x, 15d, StopBelow200",0.0036788585386993006,0.004237415261811539,6,8,-0.007527063955779401,0.1251423314958781,-0.5103155080030793,1.029597820663744,1.25
"Core: Above200+Below20+5D<-3.0%, 1.50x, 10d, StopBelow200+Recover20",0.0036204595053830335,0.003783984456952938,6,8,-0.019570329583724844,0.12497352017997705,-0.5034848056644385,1.0300678961128038,1.5
"Core: Above200+Below20+5D<-2.0%, 1.25x, 10d, Recover20",0.0035391697974679753,0.0029433136925646752,6,8,-0.012691915184721347,0.1251895186475397,-0.5100859422250421,1.0321618229222862,1.25
"Core: Above200+Below20+5D<-1.5%, 1.25x, 10d, StopBelow200+Recover20",0.0035235151876614884,0.002089385582685621,6,8,-0.010900580236352653,0.1254427577838737,-0.5098640736888198,1.0353641233744684,1.25
"Core: Above200+Below20+5D<-3.0%, 1.50x, 5d, Recover20",0.003347603803006985,0.006869927404736187,6,8,-0.01835701485274943,0.12447046893661726,-0.5028515155589368,1.024470774006686,1.5
"Core: Above200+Below20+5D<-2.0%, 1.75x, 15d, Recover20",0.0032871196657050378,0.01282377242693955,6,8,-0.08220171362174478,0.12853605421476652,-0.5353267414736576,1.106428743365436,1.75
"Def: Above200+Below20+5D<-2.0%, 2.00x, 15d, Fixed",0.0031598475686308997,0.020421782961394686,6,8,-0.1290328948320172,0.13875067697812282,-0.5189430124125975,1.1688271827817514,2.0
"Core: Above200+Below20+5D<-1.5%, 1.25x, 3d, StopBelow200+Recover20",0.0030765075951845744,0.0021614964171037254,6,8,-0.009869294255007155,0.12447507325388656,-0.5098640736888196,1.0269210806257516,1.25
"Core: Above200+Below20+5D<-3.0%, 1.25x, 5d, StopBelow200",0.0030586905714050094,0.0036354480164279,6,8,-0.0019411724249378537,0.12352905652321013,-0.505358522601546,1.01215244071599,1.25
"Core: Above200+Below20+5D<-1.5%, 1.25x, 3d, StopBelow200",0.0030386910785054344,0.003167418000366684,6,8,-0.007545128913024612,0.12464478093450568,-0.5135849096186407,1.0303409186587618,1.25
"Core: Above200+Below20+5D<-3.0%, 1.50x, 10d, Recover20",0.002803830995444734,0.009445733267661183,6,8,-0.03467332132327594,0.1242276919599206,-0.513491532001866,1.0346584886973436,1.5
"Def: Above200+Below20+5D<-2.0%, 1.25x, 7d, Fixed",0.002763120757986473,0.01062944214091377,6,8,-0.05717614320525444,0.121246636073219,-0.3487666035345782,0.9458576907830447,1.25
"Core: Above200+Below20+5D<-3.0%, 1.25x, 5d, StopBelow200+Recover20",0.0027034081927884424,0.003280533875861913,6,8,-0.004318755824796794,0.12309806853866866,-0.5053585226015472,1.0109997548309013,1.25
"Def: Above200+Below20+5D<-3.0%, 2.00x, 7d, Recover20",0.0026442845429947015,0.015005897061880602,6,8,-0.08647771181970665,0.12272392809075536,-0.3429589541544372,0.965737250685179,2.0
"Core: Above200+Below20+5D<-2.5%, 1.25x, 3d, Fixed",0.002484284083368052,0.001960922998528236,6,8,-0.00435561313115751,0.12313003331132899,-0.5110087834484126,1.0156663666274552,1.25
"Core: Above200+Below20+5D<-2.0%, 1.50x, 15d, Recover20",0.0024769270787413505,0.00872499010750194,6,8,-0.053650919530902064,0.1259386669671415,-0.5238348119633068,1.0709524955769574,1.5
"Core: Above200+Below20+5D<-2.5%, 1.25x, 3d, StopBelow200",0.0024326934906739456,0.0021793554695407336,6,8,-0.005441110273102678,0.1230142409077018,-0.5111887408225222,1.0146968379762482,1.25
"Core: Above200+Below20+5D<-3.0%, 1.25x, 15d, StopBelow200+Recover20",0.002432016663234726,0.00327397333658741,6,8,-0.010809620322890678,0.12306386656259105,-0.5049789999718994,1.0168136985557978,1.25
"Core: Above200+Below20+5D<-3.0%, 1.25x, 15d, Fixed",0.002369764310966055,0.003928551231677013,6,8,-0.0265952122587223,0.12400301106358028,-0.5120487030736414,1.0336759306627106,1.25
"Core: Above200+Below20+5D<-1.5%, 1.25x, 15d, Recover20",0.0021768180990818786,0.005069744860834113,6,8,-0.030541489894470253,0.12411772828700621,-0.5143588029408017,1.0417339068869405,1.25
"Core: Above200+Below20+5D<-3.0%, 1.25x, 5d, Fixed",0.0021003648213641785,0.0038135306265905666,6,8,-0.006701172571292213,0.12262692535373405,-0.5051402061284862,1.0133880728884317,1.25
"Core: Above200+Below20+5D<-3.0%, 1.25x, 10d, StopBelow200+Recover20",0.001875779888144441,0.0019471528764078982,6,8,-0.00959063589692044,0.12244369770365149,-0.5049789999719001,1.0150339480564017,1.25
"Core: Above200+Below20+5D<-3.0%, 1.25x, 5d, Recover20",0.0017467866426481155,0.003473875525966841,6,8,-0.009068811858406356,0.12219770639805398,-0.5051402061284869,1.0122353870033431,1.25
"Core: Above200+Below20+5D<-3.0%, 1.25x, 10d, Recover20",0.0014928773831407172,0.004732565815711243,6,8,-0.017070905716035645,0.12209765041326696,-0.5100746974673126,1.0173292443486717,1.25
"Core: Above200+Below20+5D<-2.0%, 1.25x, 15d, Recover20",0.0013838770307500192,0.004448631732455688,6,8,-0.026227471782572787,0.1230200335886993,-0.5123113260630818,1.0354762477884787,1.25
"Core: Above200+Below20+5D<-3.0%, 1.75x, 15d, Recover20",0.0012432095481922784,0.014449493087924759,6,8,-0.09226353253470587,0.12362454663254126,-0.5132380403632402,1.061676773024864,1.75
"Core: Above200+Below20+5D<-3.0%, 2.00x, 15d, Recover20",0.0011577782451916013,0.019100093444318067,6,8,-0.12473930890237361,0.12436674733549095,-0.5348023446837589,1.0822356973664853,2.0
"Core: Above200+Below20+5D<-3.0%, 1.50x, 15d, Recover20",0.00108424056395294,0.009717929301731931,6,8,-0.060598019474700004,0.12261688670252836,-0.5088743532253917,1.0411178486832426,1.5
"Core: Above200+Below20+5D<-3.0%, 1.25x, 15d, Recover20",0.0006725108752984876,0.004936602822215863,6,8,-0.029818745607625985,0.12133547994844056,-0.5056935196816341,1.0205589243416213,1.25
"Def: Above200+Below20+5D<-3.0%, 1.75x, 7d, Recover20",0.0005172506259214921,0.008925831738934686,6,8,-0.07574696990575625,0.11921320379075298,-0.34151669086772585,0.9506255713377901,1.75
"Def: Above200+Below20+5D<-2.0%, 1.75x, 15d, Fixed",-0.00038477534788601553,0.01914744426759235,6,8,-0.10660447197584366,0.13114136273570043,-0.47112959449102176,1.1044050671060093,1.75
"Def: Above200+Below20+5D<-3.0%, 1.50x, 7d, Recover20",-0.00159496259989593,0.00418051442987788,6,8,-0.06540703226643574,0.11553132556824453,-0.3402163169176491,0.9355138919904014,1.5
"Core: Above200+Below20+5D<-2.0%, 2.00x, 10d, Fixed",0.030294776676629276,0.039530263216244865,5,8,-0.017016881405189865,0.16250165380997786,-0.5365387739617755,1.2047512812931336,2.0
"Core: Above200+Below20+5D<-2.0%, 1.75x, 10d, Fixed",0.023025891327617176,0.0297629400190903,5,8,-0.011515175329648297,0.15223367354827605,-0.5279396348350321,1.15356346096985,1.75
"Core: Above200+Below20+5D<-2.0%, 2.00x, 15d, StopBelow200",0.0195343314460254,0.012278086320148152,5,8,-0.0238794201629966,0.15405317699555887,-0.5514248345030182,1.231040769817679,2.0
"Core: Above200+Below20+5D<-2.0%, 2.00x, 3d, Fixed",0.017213614800560703,0.02957544475233176,5,8,-0.0438703529133857,0.14263286238970918,-0.5334375574445915,1.0938362903844339,2.0
"Core: Above200+Below20+5D<-2.0%, 2.00x, 15d, Fixed",0.017136311290924855,0.02861584577806553,5,8,-0.08362508723615569,0.15200078384866905,-0.5546217437146626,1.2576884627029692,2.0
"Core: Above200+Below20+5D<-1.5%, 2.00x, 15d, StopBelow200",0.016792065453663838,0.004236329690642915,5,8,-0.012799184074917536,0.15413760187501813,-0.5516021482758577,1.2940776926120046,2.0
"Core: Above200+Below20+5D<-2.0%, 2.00x, 5d, StopBelow200+Recover20",0.016491258223802124,0.01641127308889012,5,8,-0.024706044623296952,0.14131673391950944,-0.5353789792540333,1.0879447304175875,2.0
"Core: Above200+Below20+5D<-2.0%, 2.00x, 3d, StopBelow200",0.016104895904627936,0.02546568059994858,5,8,-0.04895043293124646,0.14133606579355734,-0.5415718455309693,1.0894268476393516,2.0
"Def: Above200+Below20+5D<-2.0%, 2.00x, 7d, StopBelow200",0.015844617757914847,0.023313282472417263,5,8,-0.043822777095424925,0.14409634851101633,-0.3776636304331229,1.0497808064147973,2.0
"Core: Above200+Below20+5D<-1.5%, 2.00x, 7d, StopBelow200+Recover20",0.015746889970781858,0.014878351106703547,5,8,-0.04590985478152909,0.14288262952873299,-0.5252763871271156,1.1284050957078586,2.0
"Core: Above200+Below20+5D<-2.0%, 1.50x, 10d, Fixed",0.015548966987033425,0.019912316558969523,5,8,-0.0068487827331906725,0.14168408841619698,-0.519277771559214,1.1023756406465668,1.5
"Core: Above200+Below20+5D<-2.0%, 1.75x, 15d, StopBelow200",0.014819703166866857,0.00948949122003695,5,8,-0.01724785315321986,0.1457879818653714,-0.5376917165099482,1.1732805773632595,1.75
"Core: Above200+Below20+5D<-2.0%, 2.00x, 5d, Recover20",0.014808214067239187,0.019413331061504113,5,8,-0.04131516510575839,0.13963662043889902,-0.537853961831434,1.0945657238684596,2.0
"Core: Above200+Below20+5D<-1.5%, 2.00x, 15d, Fixed",0.014523371586732253,0.022681627658365233,5,8,-0.07745343037434305,0.15199529368500858,-0.5504835722463352,1.3213530024154618,2.0
"Def: Above200+Below20+5D<-2.0%, 2.00x, 10d, StopBelow200",0.013964511400123517,0.018353042951459175,5,8,-0.026301194326997956,0.14560117147714488,-0.4038349361623228,1.0924974217345844,2.0
"Def: Above200+Below20+5D<-2.5%, 2.00x, 7d, Fixed",0.013489479327577214,0.032504293331363954,5,8,-0.0795093094683128,0.13867754966775658,-0.3497592415915537,1.0150799698230302,2.0
"Def: Above200+Below20+5D<-1.5%, 2.00x, 7d, Fixed",0.013456096574934337,0.019813482751977585,5,8,-0.09090520421283954,0.14526414598940604,-0.4093596241575407,1.1082263860426003,2.0
"Core: Above200+Below20+5D<-2.0%, 1.75x, 15d, Fixed",0.013185669467723718,0.021710099797939364,5,8,-0.060636904462896046,0.14445209880822668,-0.5399470380537578,1.193266347027227,1.75
"Core: Above200+Below20+5D<-2.0%, 1.75x, 3d, Fixed",0.01309992810940555,0.022333448664299094,5,8,-0.03256500286096431,0.13713207791350218,-0.5253054321257528,1.0703772177883253,1.75
"Core: Above200+Below20+5D<-1.5%, 1.75x, 15d, StopBelow200",0.012836219477038668,0.0036483089264645052,5,8,-0.009049467564803626,0.14599353534813803,-0.5378307622713614,1.2205582694590036,1.75
"Core: Above200+Below20+5D<-2.0%, 1.75x, 5d, StopBelow200+Recover20",0.012573891824721309,0.012515937458141058,5,8,-0.018064136237902373,0.13615744249083334,-0.5267933982898474,1.0659585478131905,1.75
"Core: Above200+Below20+5D<-2.0%, 1.75x, 3d, StopBelow200",0.012249767697071146,0.01926571932233201,5,8,-0.036418736722421796,0.13613868543469243,-0.5315375848927952,1.0670701357295136,1.75
"Core: Above200+Below20+5D<-1.5%, 1.75x, 7d, StopBelow200+Recover20",0.012049965384184513,0.011399693549541401,5,8,-0.03376667110523157,0.13738551272103408,-0.5194467697811149,1.096303821780894,1.75
"Core: Above200+Below20+5D<-2.0%, 2.00x, 15d, StopBelow200+Recover20",0.01190925433023382,0.009717700813798968,5,8,-0.03464925889763237,0.13870214863556857,-0.5339530273227691,1.120393715577965,2.0
"Def: Above200+Below20+5D<-2.0%, 2.00x, 5d, StopBelow200",0.011724660142547,0.01584910494894909,5,8,-0.05325801900218363,0.1370709369143852,-0.3917130881155625,1.0148495748545907,2.0
"Core: Above200+Below20+5D<-1.5%, 1.75x, 15d, Fixed",0.011381816878856393,0.01731952138217252,5,8,-0.05595852579401739,0.14468773804830146,-0.5367272589891278,1.2410147518115964,1.75
"Core: Above200+Below20+5D<-2.0%, 1.75x, 5d, Recover20",0.011374126684425029,0.01480826623566145,5,8,-0.03050731461428602,0.13496377948851881,-0.5286445159261343,1.0709242929013447,1.75
"Def: Above200+Below20+5D<-1.5%, 2.00x, 10d, StopBelow200",0.011024273883082372,0.015989470549485296,5,8,-0.02368007407736261,0.1456976674444857,-0.4159730435970992,1.1439028110042317,2.0
"Def: Above200+Below20+5D<-1.5%, 1.75x, 10d, Fixed",0.010554119401843046,0.02400752263496897,5,8,-0.08112016076294792,0.14224753130474477,-0.3761114548455605,1.104425635690478,1.75
"Core: Above200+Below20+5D<-2.0%, 1.50x, 15d, StopBelow200",0.009990261794250818,0.006511391410739975,5,8,-0.011053977509749124,0.13731641419090274,-0.5241358366493106,1.1155203849088398,1.5
"Core: Above200+Below20+5D<-2.0%, 2.00x, 3d, Recover20",0.00987742238165637,0.02362710896493725,5,8,-0.0362264779195034,0.1346078550542493,-0.5334375574445915,1.0837836932879992,2.0
"Def: Above200+Below20+5D<-1.5%, 2.00x, 7d, Recover20",0.009801879763818064,0.010518151656940589,5,8,-0.0820217592393897,0.1367127596229945,-0.38209979712918674,1.0462634569953377,2.0
"Def: Above200+Below20+5D<-2.0%, 1.75x, 7d, StopBelow200",0.009391894415117369,0.016405846404251023,5,8,-0.03987042540634311,0.13454926387241628,-0.369811137166855,1.0127830604290304,1.75
"Core: Above200+Below20+5D<-1.5%, 2.00x, 3d, Recover20",0.009291866996051792,0.012123510268896243,5,8,-0.042412727055322286,0.13556424874828077,-0.5398409720687118,1.1130542623015414,2.0
"Core: Above200+Below20+5D<-2.0%, 1.75x, 15d, StopBelow200+Recover20",0.009187858978199515,0.007527390463922812,5,8,-0.025258616387701327,0.13426525172562342,-0.525704171139566,1.0902952866834736,1.75
"Core: Above200+Below20+5D<-2.0%, 1.50x, 15d, Fixed",0.00901546880118892,0.014631400570337183,5,8,-0.03900331969348558,0.13656615022734908,-0.5255350262348704,1.1288442313514846,1.5
"Core: Above200+Below20+5D<-1.5%, 2.00x, 3d, Fixed",0.008981502680186007,0.016164140036616925,5,8,-0.0488752306331246,0.13604039807769824,-0.5537845572115503,1.126568051519674,2.0
"Core: Above200+Below20+5D<-2.0%, 1.50x, 3d, Fixed",0.00885864945655336,0.014987175511818163,5,8,-0.021480327984515935,0.13148723008289664,-0.5171477870489816,1.0469181451922167,1.5
"Def: Above200+Below20+5D<-1.5%, 2.00x, 5d, Fixed",0.008793656595438279,0.01412965457798454,5,8,-0.066217446936369,0.13701041907726913,-0.40717742976813565,1.058458339509608,2.0
"Core: Above200+Below20+5D<-2.0%, 2.00x, 3d, StopBelow200+Recover20",0.00876707723857223,0.019692608977809778,5,8,-0.041339166726186205,0.1333081953019315,-0.5415718455309686,1.079374250542917,2.0
"Core: Above200+Below20+5D<-1.5%, 1.50x, 15d, StopBelow200",0.008715481902217798,0.0027433666263932954,5,8,-0.005670564428448932,0.1375464407189228,-0.5242325866900766,1.1470388463060024,1.5
"Def: Above200+Below20+5D<-2.5%, 1.75x, 7d, Fixed",0.008650894133424625,0.024816451256191585,5,8,-0.07039149847629544,0.13147232208088305,-0.3467247859440753,0.9878392632105379,1.75
"Core: Above200+Below20+5D<-2.0%, 1.50x, 5d, StopBelow200+Recover20",0.008518600711913613,0.008480156113319426,5,8,-0.011730277678444034,0.13084595275116806,-0.5181612694571609,1.0439723652087938,1.5
"Def: Above200+Below20+5D<-1.5%, 2.00x, 10d, Recover20",0.008323176146056738,0.03634305387210557,5,8,-0.10347069187809699,0.13713176143376204,-0.385205400952616,1.067065182398366,2.0
"Core: Above200+Below20+5D<-2.0%, 1.50x, 3d, StopBelow200",0.008279535323323345,0.012952029140687826,5,8,-0.024078159387177056,0.13081118486795817,-0.5213911149418295,1.0447134238196756,1.5
"Core: Above200+Below20+5D<-1.5%, 1.50x, 7d, StopBelow200+Recover20",0.008191820813346268,0.007759482019434327,5,8,-0.02206035700542186,0.1316999693770617,-0.5135863543507342,1.0642025478539292,1.5
"Core: Above200+Below20+5D<-1.5%, 1.50x, 15d, Fixed",0.007913679634784399,0.011748857676142976,5,8,-0.03585587815105429,0.13687939563401458,-0.5233115456015117,1.160676501207731,1.5
"Def: Above200+Below20+5D<-1.5%, 1.75x, 7d, Fixed",0.007896154220816923,0.015529871757070657,5,8,-0.07817807045649539,0.1362094900475359,-0.3941418197145087,1.0578734353038857,1.75
"Core: Above200+Below20+5D<-3.0%, 2.00x, 15d, Fixed",0.007892925793298755,0.013362536367926614,5,8,-0.11321721216304059,0.13482368758555013,-0.5427336571572455,1.1347037226508427,2.0
"Core: Above200+Below20+5D<-2.0%, 1.25x, 10d, Fixed",0.007871170962194099,0.009988122375766295,5,8,-0.0030127228066354483,0.13086088080036368,-0.5126030012968728,1.0511878203232832,1.25
"Core: Above200+Below20+5D<-2.0%, 1.50x, 5d, Recover20",0.00776035298405274,0.010035167232453679,5,8,-0.02001419166487506,0.13009437406326818,-0.5193910422445087,1.0472828619342298,1.5
"Def: Above200+Below20+5D<-2.0%, 1.75x, 10d, StopBelow200",0.007700596481197669,0.015318097974919787,5,8,-0.027229420872396215,0.1357663344787549,-0.38865427631546257,1.0448205219188706,1.75
"Core: Above200+Below20+5D<-2.0%, 1.75x, 3d, Recover20",0.0076205244633892055,0.017960309091227034,5,8,-0.026815990895047603,0.13113078455897936,-0.5253054321257528,1.0628377699659994,1.75
